0 0 B-LOC NN NNP
SYM NNP I-PERSON SYM NNP
NN NN B-YEAR SYM NN
QC SYM B-DATE QC NN
SYM NN I-DATE NN NNP
QC NN B-LOC NN CC
NN CC B-LOC NN PSP
NN VM B-LOC PSP NN
JJ NN B-LOC RB VM
VM NN B-LOC NST NN
VM SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP NN
NNP NNP B-LOC NN NST
NN RB B-YEAR SYM NN
QC SYM B-DATE QC NN
SYM NN I-DATE NN NNP
QC NN B-LOC VM SYM
NN NN B-LOC NN SYM
NN SYM B-LOC NN VM
VM SYM B-YEAR SYM QC
QC SYM B-YEAR RP NNP
QC RP B-PERSON NNP SYM
RP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP JJ
SYM NNP I-PERSON JJ NN
NN JJ B-LOC NN PSP
VM SYM B-PERIOD NN NN
SYM QC I-PERIOD NN NNP
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN RB
RB JJ B-LOC NN VM
VM SYM B-LOC RB VM
RB VM B-LOC CC NNP
NNP CC B-LOC NN RB
NNP PRP B-NUM NN VM
VM RB B-LOC NN VM
VM SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN SYM
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN SYM
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN SYM
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NNP NN
SYM NNP I-LOC NN NNP
NNP NN B-LOC NN PSP
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
SYM NNP B-ORG NN VM
NNP NN I-ORG VM NN
VM SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC PSP VM
PSP VM B-PERSON NNP NN
VM NNP I-PERSON NN NN
VM SYM B-LOC PSP JJ
UT SYM B-LOC PSP VM
NN NN B-LOC NNP NN
NN NNP I-LOC NN NNP
NNP NN B-LOC NNP UT
NN NNP I-LOC UT SYM
JJ NN B-LOC UT SYM
UT SYM B-LOC PSP NN
NN NN B-NUM NN NN
UT SYM B-LOC JJ NN
NN NN B-PERSON NNP PSP
NN NNP B-LOC PSP VM
UT SYM B-LOC PSP NN
NN NN B-LOC VM UT
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN PRP
VM NN B-PERSON UT NN
NNP UT B-ORG NN NN
UT NN I-ORG NN NNP
NN NN B-PERSON VM SYM
NN VM B-PERSON NN VM
NN VM B-PERSON NST NN
NN VM B-PERSON VM VM
RB VM B-PERSON VM SYM
QF NNP B-PERSON NNP VM
NNP NNP I-PERSON VM NN
NN NN B-PERSON PSP NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM NN B-PERSON VM SYM
NN VM B-NUM NN NN
NN NN B-PERSON SYM NNP
NNP SYM B-PERSON NST NN
JJ NN B-PERSON DEM NN
VM JJ B-PERSON NNP NN
JJ NNP I-PERSON NN QC
NNP NN B-NUM NN VM
NN VM B-LOC VM NNP
NNP VM B-PERSON NN NN
VM NNP B-DAY NN VM
NN NN B-PERSON NN VM
NN VM B-PERSON VM SYM
NN VM B-PERSON VM SYM
VM SYM B-LOC PSP QC
NNP PSP B-MONEY QC QC
PSP QC I-MONEY QC JJ
QC QC I-MONEY JJ NN
VM SYM B-LOC PSP JJ
VM SYM B-PERSON NN NN
NN VM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-PERSON VM NN
VM NN B-LOC NN NN
RB VM B-PERSON VM SYM
NN NN B-LOC NN NN
SYM SYM B-PERSON NN VM
VM VM B-LOC PSP VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM NST B-PERSON NN NN
NN VM B-PERSON VM PSP
VM SYM B-PERSON VM NN
NN RB B-LOC SYM NNP
NNP SYM B-LOC NN NST
VM SYM B-LOC NN VM
NN VM B-LOC NN VM
NN VM B-PERSON VM SYM
VM SYM B-LOC NN VM
VM NN B-LOC PSP WQ
NN PRP B-PERSON NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-NUM NN NN
NN QC I-NUM NN NNP
NN NN B-PERSON NN NN
VM SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-TIME NN QC
NNP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN VM
VM SYM B-NUM SYM QC
QC SYM B-NUM NN PSP
NN PSP B-PERSON NNP SYM
PSP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NST
SYM NNP I-PERSON NST NN
VM SYM B-TIME NN SYM
SYM QC I-TIME SYM QC
NN SYM B-TIME NN NNP
SYM QC I-TIME NNP NN
QC NN B-PERSON NN NN
PSP NN B-TIME NN RB
NN QC I-TIME RB NN
NN VM B-PERSON NN NN
SYM NN B-NUM NN NN
NN QC I-NUM NN NNP
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM NN QC
QC NN B-NUM NN NN
NN QC I-NUM NN SYM
NN SYM B-NUM NN NN
SYM QC I-NUM NN SYM
NN SYM B-NUM NN QC
QC NN B-NUM NN NN
NN QC I-NUM NN NN
NN NN B-DAY NN NN
NN PSP B-PERSON NNP SYM
PSP NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM VM
SYM PRP B-PERSON PSP QC
NNP PSP B-NUM NN NN
PSP QC I-NUM NN VM
VM SYM B-LOC VM NNP
NNP VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NN
NNP NNP I-PERSON NN QC
NNP NNP B-NUM QC NN
NNP NN I-NUM NN NN
VM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM QC
NNP SYM B-NUM NN NN
SYM QC I-NUM NN NN
SYM NN B-NUM NN QC
QC NN B-NUM NN NN
NN QC I-NUM NN NN
NN NN B-LOC NN NN
DEM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP RB
NNP NNP I-PERSON RB VM
DEM NN B-TIME NN QC
NN QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN PSP
VM SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP VM
NNP NNP I-PERSON VM NNP
NNP VM B-LOC NN QC
NNP NN B-TIME NN QC
NN QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN NN
VM SYM B-LOC NN QC
NNP NN B-TIME NN QC
NN QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN NN
DEM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP RB
NNP NNP I-PERSON RB VM
NN PSP B-PERSON NNP VM
PSP NNP I-PERSON VM SYM
SYM PRP B-TIME NN NN
PRP QC I-TIME NN VM
VM SYM B-NUM VM SYM
VM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM SYM
SYM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM QC
NNP SYM B-NUM NN NN
SYM QC I-NUM NN NN
SYM NN B-NUM NN NN
NN QC I-NUM NN NNP
NN NN B-LOC NN NNP
NNP NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM PRP B-TIME NN QC
PRP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN VM
PRP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP QC
NNP NNP I-PERSON QC NN
NNP NNP B-TIME NN QC
NNP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN NN
NN NN B-PERSON NNP QC
NN NNP I-PERSON QC NN
NNP NNP B-TIME NN QC
NNP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN NN
SYM NN B-NUM NN QC
QC NN B-NUM NN NN
NN QC I-NUM NN NNP
NN NN B-LOC SYM NNP
NNP SYM B-LOC NN NNP
NNP NN B-LOC SYM NNP
NNP SYM B-LOC NN RB
SYM NN B-TIME NN QC
NN QC I-TIME QC NN
QC NN B-TIME NN VM
NN QC I-TIME VM NNP
NN VM B-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP RB
SYM NNP I-PERSON RB VM
PRP RB B-PERSON NNP SYM
RB NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP RB
SYM NNP I-PERSON RB VM
NN NN B-TIME NN QC
NN QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN PSP
NN VM B-LOC QC NN
VM NNP B-TIME NN QC
NNP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN VM
DEM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN SYM
NN SYM B-LOC NN NN
NN NST B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-NUM CL NN
SYM PRP B-NUM NN NN
NN PSP B-NUM NN SYM
NN SYM B-NUM NN SYM
NN SYM B-NUM NN NN
VM SYM B-LOC RB QC
NNP RB B-NUM NN NN
DEM NN B-NUM NN SYM
NN SYM B-NUM NN SYM
NN SYM B-NUM NN NN
VM SYM B-LOC QC NN
SYM NNP B-NUM NN SYM
NN SYM B-NUM NN SYM
NN SYM B-NUM NN NN
NN NN B-NUM NN VM
VM SYM B-LOC QC NN
SYM NNP B-NUM NN SYM
NN SYM B-NUM NN SYM
SYM QF B-NUM NN QC
QC NN B-NUM NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NNP NN
NN NN B-PERSON NNP JJ
NN NNP I-PERSON JJ NN
VM PRP B-TIME NN SYM
PRP QC I-TIME SYM QC
NN SYM B-TIME NN NN
SYM QC I-TIME NN VM
NN PRP B-TIME NN SYM
PRP QC I-TIME SYM QC
NN SYM B-TIME NN VM
SYM QC I-TIME VM NN
SYM PRP B-NUM NN NN
QF NN B-PERSON NNP QC
NN NNP I-PERSON QC NN
NNP NNP B-TIME NN QC
NNP QC I-TIME QC NN
QC NN B-TIME NN NN
NN QC I-TIME NN PSP
PSP VM B-NUM NN NN
DEM NN B-LOC QC NN
NN NNP B-NUM NN PSP
INTF NN B-LOC NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC VM NST
VM NST B-PERIOD NN NNP
QO NN B-LOC NN NN
NN PSP B-NUM NN JJ
NN NN B-LOC QC NN
NN NNP B-NUM NN NN
VM SYM B-PERSON NNP JJ
SYM NNP I-PERSON JJ NN
NN NN B-LOC PSP NN
VM SYM B-NUM NN JJ
INTF NN B-NUM NN VM
SYM NN B-PERIOD NN SYM
NN QO I-PERIOD SYM NN
NN SYM B-DAY NN VM
VM NN B-NUM NN QC
QC NN B-NUM NN VM
SYM NN B-NUM JJ NN
QO JJ B-DAY NN NN
VM NN B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-LOC NN NN
VM NNP B-DAY NN NN
SYM QF B-NUM NN VM
VM NST B-NUM NN PSP
VM SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN VM
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN PSP
NN PSP B-PERSON NNP VM
PSP NNP I-PERSON VM SYM
NN NN B-PERSON NNP NN
NN NNP B-PERSON NN NN
VM SYM B-PERSON NNP PSP
SYM NNP I-PERSON PSP NN
VM NN B-NUM NN NN
VM SYM B-PERSON NN PSP
NN PSP B-PERSON SYM QC
NNP SYM B-NUM SYM NN
NN VM B-NUM NN NST
NN NST B-LOC NN VM
VM SYM B-PERSON QC NN
SYM NNP B-NUM NN NN
VM SYM B-NUM NN VM
PRP NN B-NUM NN VM
SYM NN B-LOC NNP NST
PSP VM B-LOC NN VM
VM SYM B-NUM NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN RB
NN RB B-PERSON NNP PSP
RB NNP I-PERSON PSP NN
NN VM B-LOC NN VM
VM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM QC
NNP SYM B-NUM SYM SYM
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
NN NN B-PERSON NNP QC
NN NNP I-PERSON QC NN
NNP NNP B-NUM NN QC
QC NN B-NUM NN VM
VM SYM B-PERSON NNP NN
SYM NNP I-PERSON NN PSP
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN VM
NN VM B-PERSON NNP NN
VM NNP B-PERSON NN NN
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN PSP
NN PSP B-PERSON NNP NN
PSP NNP I-PERSON NN VM
VM SYM B-PERSON NNP VM
SYM NNP B-PERSON VM NNP
NNP VM B-LOC NN PSP
VM VM B-PERSON NNP NN
VM NNP I-PERSON NN NN
PSP VM B-PERSON NNP NN
VM NNP I-PERSON NN VM
SYM PRP B-NUM NN PSP
NN PSP B-NUM NN VM
NN VM B-LOC VM VM
CC SYM B-NUM NN VM
VM SYM B-NUM NN QC
QC NN B-NUM NN VM
NN VM B-PERSON NNP NNP
VM NNP I-PERSON NNP NNP
NNP NNP B-PERSON NNP NN
NNP NNP I-PERSON NN VM
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN VM
NN VM B-PERSON NNP PRP
VM NNP I-PERSON PRP JJ
NN PSP B-NUM NN VM
NN SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN VM
VM SYM B-PERSON NNP NN
SYM NNP I-PERSON NN PSP
RB SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN QC
QC NN B-NUM NN VM
VM SYM B-PERSON NNP NN
SYM NNP I-PERSON NN PSP
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
PSP VM B-PERSON NNP QC
VM NNP I-PERSON QC NN
NNP NNP B-NUM NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN PSP
PSP VM B-PERSON NNP NN
VM NNP I-PERSON NN VM
VM SYM B-LOC NN PSP
NN PSP B-NUM NN QC
QC NN B-NUM NN NST
VM SYM B-PERSON NNP QC
SYM NNP I-PERSON QC NN
NNP NNP B-NUM NN NN
VM SYM B-PERSON NN NN
NN NN B-LOC NN NNP
NNP NN B-PERSON NNP JJ
NN NNP I-PERSON JJ NN
VM SYM B-NUM NN NN
VM NN B-NUM NN QC
QC NN B-NUM NN VM
VM SYM B-LOC NN NN
VM SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN QC
NNP NN B-NUM NN VM
VM PSP B-LOC VM SYM
VM SYM B-LOC NNP NN
NNP NN B-LOC QC QC
NN NNP B-NUM QC NN
NNP QC I-NUM NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM SYM
SYM SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
SYM NN B-PERSON NNP SYM
NN NNP I-PERSON SYM QC
NNP SYM B-NUM SYM NN
NN VM B-PERSON NN NN
VM NNP B-NUM NN NN
NN NN B-DAY PRP NN
NN VM B-NUM NN NNP
NN NN B-PERSON NN NN
VM NST B-NUM NN NN
NN VM B-LOC NNP NNP
VM NNP B-LOC NNP NN
NNP NNP I-LOC NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM NN B-ORG NNP NN
NN NNP I-ORG NN NN
NNP NNP I-ORG NN RB
RB VM B-PERSON NN SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN JJ B-LOC NN NNP
NNP NN B-LOC NN NN
NN VM B-ORG NN NN
VM NN I-ORG NN VM
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN VM
QC NN I-PERIOD VM NNP
RB VM B-LOC NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-ORG NN NN
SYM NN I-ORG NN NN
DEM NN B-LOC NN NN
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN B-PERSON NNP DEM
NN NNP I-PERSON DEM NN
VM VM B-PERSON VM SYM
VM SYM B-LOC NN NN
VM NN B-PERIOD NN NN
NN QC I-PERIOD NN VM
QC NN I-PERIOD VM NN
NN SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
JJ NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-ORG NNP NN
NN NNP I-ORG NN NNP
NNP NN B-ORG NN NNP
NNP NN B-PERSON NNP RP
NN NNP I-PERSON RP NN
VM RP B-PERSON NN NN
NN VM B-PERSON NN VM
VM SYM B-LOC NN NNP
NNP NN B-LOC PRP NN
NNP PRP B-DAY NNP SYM
PRP NN B-ORG SYM NNP
NNP SYM B-ORG NNP SYM
SYM NNP I-ORG SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
VM SYM B-PERIOD NN NN
NN VM B-PERSON NN NN
INTF VM B-PERSON VM SYM
VM SYM B-NUM CL NN
NN VM B-PERSON NN DEM
NN NN B-PERSON NNP NN
NN NNP B-LOC NN VM
VM SYM B-LOC PSP VM
NN VM B-LOC NN NN
NN VM B-ORG NNP NN
VM NNP I-ORG NN NN
NN PSP B-PERSON VM SYM
NN NN B-PERSON NN VM
NN VM B-PERSON NN NN
NN NN B-PERSON NN VM
DEM NN B-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
SYM NN B-ORG NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-ORG NNP NNP
SYM NNP I-ORG NNP NNP
NNP NNP B-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
NNP NNP I-ORG NN NNP
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN NN
NNP NN B-PERSON NN NN
VM SYM B-ORG NN NN
NN SYM B-PERSON SYM NNP
NNP SYM B-LOC PSP NNP
NNP NN B-ORG NN NN
NN VM B-ORG NNP NNP
NNP NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP SYM
NNP SYM B-LOC NN VM
JJ NN B-LOC PSP VM
VM SYM B-PERSON NNP NN
SYM NNP B-PERSON NN NN
JJ NN B-LOC PSP NN
NNP PSP B-PERSON NN VM
PSP NN I-PERSON VM NN
VM SYM B-LOC NN WQ
VM SYM B-LOC NN NNP
SYM NNP B-DAY NNP SYM
NNP NN B-ORG SYM NNP
NNP SYM B-ORG NNP SYM
SYM NNP I-ORG SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN VM
NNP NNP I-ORG VM VM
NN NNP B-ORG NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
DEM NN B-DATE NN NN
NN NN B-DATE NN VM
SYM RP B-DATE VM NN
NN VM B-DAY NN NN
VM NN B-ORG NN VM
NN NN I-ORG VM NN
NN SYM B-ORG NNP NN
SYM NNP I-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP VM
NNP NNP I-PERSON VM SYM
JJ NN B-LOC NN NNP
NN NN B-LOC NN NN
SYM JJ B-DAY NN NNP
JJ NN B-PERIOD NNP NN
NN NN B-ORG NN NN
NN NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN B-NUM NN SYM
NN SYM B-ORG NN NN
SYM NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN B-ORG QC NN
NN NN B-NUM NN VM
NN NN B-MONEY QC QC
NN QC I-MONEY QC RB
QC QC I-MONEY RB VM
QC QC I-MONEY VM SYM
VM SYM B-ORG NN NN
NN NN B-MONEY QC QC
NN QC I-MONEY QC RB
QC QC I-MONEY RB VM
QC QC I-MONEY VM SYM
SYM CC B-ORG NN NN
CC NNP I-ORG NN PSP
NNP NN I-ORG PSP VM
SYM NN B-NUM NN SYM
NN SYM B-ORG QC NN
SYM NN B-NUM NN VM
CC SYM B-LOC NN NST
VM NN B-DATE PSP NN
VM VM B-ORG NN NN
VM NN I-ORG NN NN
PRP NN B-ORG NN NN
NN NNP I-ORG NN NN
NNP NN I-ORG NN NNP
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-DAY NN NN
NN VM B-DATE NN NN
VM NN B-DATE NN SYM
NN SYM B-DAY NNP NNP
NNP NNP B-LOC NN NN
SYM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
NNP SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
PSP NN B-NUM NN NN
JJ NN B-NUM NN RB
SYM SYM B-MONEY QC RB
SYM SYM I-MONEY RB VM
SYM QC I-MONEY VM SYM
SYM JJ B-DAY NN NN
JJ NN B-PERIOD NN QC
NN NN B-NUM NN VM
SYM DEM B-PERIOD NN NN
NN NN B-MONEY QC QC
NN SYM I-MONEY QC RB
SYM QC I-MONEY RB VM
QC QC I-MONEY VM SYM
NN NN B-NUM NN SYM
NN NN B-MONEY QC QC
NN SYM I-MONEY QC NN
SYM QC I-MONEY NN VM
NN PSP B-NUM NN NN
NNP NN B-ORG NNP NN
NN NN I-ORG NN NN
SYM SYM B-ORG SYM NNP
NNP SYM B-ORG NN SYM
SYM NNP I-ORG SYM NNP
NN SYM B-ORG NNP SYM
SYM NNP I-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG NNP NNP
SYM NNP I-ORG NNP NN
NNP NNP I-ORG NN SYM
NNP NNP I-ORG SYM NNP
NN SYM B-ORG NNP NNP
SYM NNP I-ORG NNP SYM
NNP NNP I-ORG SYM NNP
NNP SYM B-ORG SYM NNP
NNP SYM B-ORG NN SYM
SYM NNP I-ORG SYM NNP
NN SYM B-ORG NNP NN
SYM NNP I-ORG NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
NN SYM B-ORG NN SYM
SYM NN I-ORG SYM VM
SYM DEM B-DATE NN NN
DEM NN B-DATE NN JJ
NN JJ B-PERIOD VM QC
NN VM B-NUM NN NN
VM QC I-NUM NN VM
NN NN B-MONEY QC NN
NN QC I-MONEY NN SYM
QC QC I-MONEY SYM QC
NN SYM B-MONEY NNP NNP
SYM QC B-MONEY NNP SYM
QC NNP I-MONEY SYM NN
NNP SYM B-ORG NN NN
SYM NN I-ORG NN SYM
SYM NN B-MONEY QC NN
NN QC I-MONEY NN SYM
QC QC I-MONEY SYM QC
NN SYM B-MONEY NNP NNP
SYM QC B-MONEY NNP SYM
QC NNP I-MONEY SYM NN
NNP SYM B-ORG NN VM
SYM NN I-ORG VM SYM
NN SYM B-ORG NN SYM
SYM NN I-ORG SYM NN
NN SYM B-ORG SYM VM
VM SYM B-LOC NN QC
NNP NN B-NUM NN NN
NN QC I-NUM NN VM
NN VM B-ORG NN VM
VM NN I-ORG VM NN
CC SYM B-YEAR QC NN
SYM QC B-NUM NN NN
NN NN B-ORG NN QC
NN NN I-ORG QC NN
NN NN B-MONEY NN RB
NN QC I-MONEY RB VM
QC NN I-MONEY VM SYM
NN NN B-YEAR QC PSP
NN QC B-YEAR PSP PRP
PSP PRP B-MONEY NN RB
PRP QC I-MONEY RB VM
QC NN I-MONEY VM SYM
NST NST B-ORG NN VM
NST NN I-ORG VM VM
SYM VM B-DATE NN PSP
VM NN B-DATE PSP RB
NNP VM B-ORG NN NN
VM NN I-ORG NN VM
NN VM B-NUM NN VM
VM QC I-NUM VM QC
NN VM B-MONEY NN RB
VM QC I-MONEY RB VM
QC NN I-MONEY VM VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
NN NST B-MONEY QC NN
NST QC I-MONEY NN SYM
QC QC I-MONEY SYM QC
NN SYM B-MONEY NN NN
SYM QC B-MONEY NN SYM
QC NN I-MONEY SYM NN
JJ NN B-MONEY QC CL
NN QC I-MONEY CL NN
QC QC I-MONEY NN VM
PRP JJ B-DAY NN QC
NN NN B-MONEY QC NN
NN QC I-MONEY NN NN
QC QC I-MONEY NN VM
VM SYM B-DAY NN NN
VM SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
NN RB B-NUM NNP VM
VM SYM B-ORG NN NN
SYM NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN I-ORG NN NN
NN NN B-ORG NN QC
NN NN B-NUM NN VM
VM SYM B-LOC NN NN
NN SYM B-ORG NN SYM
SYM NN I-ORG SYM NN
SYM RP B-DAY NN NN
NN JJ B-PERIOD NN QC
JJ QC I-PERIOD QC QC
QC NN B-MONEY QC NN
NN QC I-MONEY NN SYM
QC QC I-MONEY SYM QC
NN SYM B-MONEY NN NN
SYM QC B-MONEY NN SYM
QC NN I-MONEY SYM NN
CC SYM B-DATE QC PSP
SYM NN I-DATE PSP QC
QC PSP B-DATE PSP NN
QC PSP B-ORG NN NN
PSP NN I-ORG NN NN
NN PSP B-MONEY QC NN
PSP QC I-MONEY NN NN
QC QC I-MONEY NN NST
NN QF B-MONEY QC NN
QF QC I-MONEY NN NN
QC QC I-MONEY NN NN
PSP NN B-MONEY QC NN
NN QC I-MONEY NN JJ
QC QC I-MONEY JJ NN
JJ NN B-DATE JJ NN
